home_team_name;away_team_name;home_team_win;ano;home_ataque_idade_min;home_ataque_idade_max;home_ataque_idade_mean;home_ataque_score_min;home_ataque_score_max;home_ataque_score_mean;home_defesa_idade_min;home_defesa_idade_max;home_defesa_idade_mean;home_defesa_score_min;home_defesa_score_max;home_defesa_score_mean;home_pos_elim;home_pts;home_j;home_v;home_e;home_d;home_gp;home_gc;home_sg;home_conf_cont;home_desclassif_qtd;home_desclassif_pts_min;home_desclassif_pts_max;home_desclassif_pts_mean;home_desclassif_v_min;home_desclassif_v_max;home_desclassif_v_mean;home_desclassif_e_min;home_desclassif_e_max;home_desclassif_e_mean;home_desclassif_d_min;home_desclassif_d_max;home_desclassif_d_mean;home_desclassif_gp_min;home_desclassif_gp_max;home_desclassif_gp_mean;home_desclassif_gc_min;home_desclassif_gc_max;home_desclassif_gc_mean;home_desclassif_sg_min;home_desclassif_sg_max;home_desclassif_sg_mean;home_aprov;home_perc_v;home_repescagem;home_gp_por_jogo;home_gc_por_jogo;home_sg_por_jogo;home_sede;away_ataque_idade_min;away_ataque_idade_max;away_ataque_idade_mean;away_ataque_score_min;away_ataque_score_max;away_ataque_score_mean;away_defesa_idade_min;away_defesa_idade_max;away_defesa_idade_mean;away_defesa_score_min;away_defesa_score_max;away_defesa_score_mean;away_pos_elim;away_pts;away_j;away_v;away_e;away_d;away_gp;away_gc;away_sg;away_conf_cont;away_desclassif_qtd;away_desclassif_pts_min;away_desclassif_pts_max;away_desclassif_pts_mean;away_desclassif_v_min;away_desclassif_v_max;away_desclassif_v_mean;away_desclassif_e_min;away_desclassif_e_max;away_desclassif_e_mean;away_desclassif_d_min;away_desclassif_d_max;away_desclassif_d_mean;away_desclassif_gp_min;away_desclassif_gp_max;away_desclassif_gp_mean;away_desclassif_gc_min;away_desclassif_gc_max;away_desclassif_gc_mean;away_desclassif_sg_min;away_desclassif_sg_max;away_desclassif_sg_mean;away_aprov;away_perc_v;away_repescagem;away_gp_por_jogo;away_gc_por_jogo;away_sg_por_jogo;away_sede
suica;ucrania;0;2006;18;35;25;65;85;75;19;35;25;63;86;72;2;18;10;4;6;0;18;7;11;0;38;0;25;11;0;8;3;0;6;2;0;12;5;1;24;12;5;48;18;-43;16;-5;0;0;0;1;0;1;0;19;32;26;59;89;73;19;33;26;57;81;71;1;25;12;7;4;1;18;7;11;0;38;0;25;11;0;8;3;0;6;2;0;12;5;1;24;12;5;48;18;-43;16;-5;0;0;0;1;0;0;0
brasil;gana;1;2006;20;35;27;81;90;84;21;36;28;80;93;85;1;34;18;9;7;2;35;17;18;0;6;14;25;20;4;6;5;2;7;5;5;12;7;18;24;20;16;37;26;-17;8;-5;0;0;0;1;0;1;0;20;32;24;55;88;67;21;33;27;59;84;70;1;21;10;6;3;1;17;4;13;0;25;4;21;12;1;6;3;0;5;2;0;8;4;3;26;12;7;27;14;-24;14;-2;0;0;0;1;0;1;0
espanha;franca;0;2006;19;32;26;78;90;83;20;37;27;79;90;83;2;20;10;5;5;0;19;3;16;0;38;0;25;11;0;8;3;0;6;2;0;12;5;1;24;12;5;48;18;-43;16;-5;0;0;0;1;0;1;0;23;33;28;79;91;84;21;37;27;78;92;83;1;20;10;5;5;0;14;2;12;0;38;0;25;11;0;8;3;0;6;2;0;12;5;1;24;12;5;48;18;-43;16;-5;0;0;0;1;0;1;0
alemanha;argentina;1;2006;21;34;26;77;89;82;21;37;28;76;90;81;1;22;10;6;2;1;19;7;12;0;38;0;25;11;0;8;3;0;6;2;0;12;5;1;24;12;5;48;18;-43;16;-5;0;0;0;1;0;1;1;19;33;26;77;89;82;21;34;27;77;90;82;2;34;18;10;4;4;29;17;12;0;6;14;25;20;4;6;5;2;7;5;5;12;7;18;24;20;16;37;26;-17;8;-5;0;0;0;1;0;0;0
italia;ucrania;1;2006;24;36;29;79;89;83;22;38;29;80;92;84;1;23;10;7;2;1;17;8;9;0;38;0;25;11;0;8;3;0;6;2;0;12;5;1;24;12;5;48;18;-43;16;-5;0;0;0;1;0;0;0;19;32;26;59;89;73;19;33;26;57;81;71;1;25;12;7;4;1;18;7;11;0;38;0;25;11;0;8;3;0;6;2;0;12;5;1;24;12;5;48;18;-43;16;-5;0;0;0;1;0;0;0
inglaterra;portugal;0;2006;19;34;25;77;92;82;20;36;26;77;90;83;1;25;10;8;1;1;17;5;12;0;38;0;25;11;0;8;3;0;6;2;0;12;5;1;24;12;5;48;18;-43;16;-5;0;0;0;1;0;1;0;20;33;26;72;89;79;19;37;28;70;86;78;1;30;12;9;3;0;35;5;30;0;38;0;25;11;0;8;3;0;6;2;0;12;5;1;24;12;5;48;18;-43;16;-5;0;0;0;2;0;2;0
brasil;franca;0;2006;20;35;27;81;90;84;21;36;28;80;93;85;1;34;18;9;7;2;35;17;18;0;6;14;25;20;4;6;5;2;7;5;5;12;7;18;24;20;16;37;26;-17;8;-5;0;0;0;1;0;1;0;23;33;28;79;91;84;21;37;27;78;92;83;1;20;10;5;5;0;14;2;12;0;38;0;25;11;0;8;3;0;6;2;0;12;5;1;24;12;5;48;18;-43;16;-5;0;0;0;1;0;1;0
alemanha;italia;0;2006;21;34;26;77;89;82;21;37;28;76;90;81;1;22;10;6;2;1;19;7;12;0;38;0;25;11;0;8;3;0;6;2;0;12;5;1;24;12;5;48;18;-43;16;-5;0;0;0;1;0;1;1;24;36;29;79;89;83;22;38;29;80;92;84;1;23;10;7;2;1;17;8;9;0;38;0;25;11;0;8;3;0;6;2;0;12;5;1;24;12;5;48;18;-43;16;-5;0;0;0;1;0;0;0
portugal;franca;0;2006;20;33;26;72;89;79;19;37;28;70;86;78;1;30;12;9;3;0;35;5;30;0;38;0;25;11;0;8;3;0;6;2;0;12;5;1;24;12;5;48;18;-43;16;-5;0;0;0;2;0;2;0;23;33;28;79;91;84;21;37;27;78;92;83;1;20;10;5;5;0;14;2;12;0;38;0;25;11;0;8;3;0;6;2;0;12;5;1;24;12;5;48;18;-43;16;-5;0;0;0;1;0;1;0
alemanha;portugal;1;2006;21;34;26;77;89;82;21;37;28;76;90;81;1;22;10;6;2;1;19;7;12;0;38;0;25;11;0;8;3;0;6;2;0;12;5;1;24;12;5;48;18;-43;16;-5;0;0;0;1;0;1;1;20;33;26;72;89;79;19;37;28;70;86;78;1;30;12;9;3;0;35;5;30;0;38;0;25;11;0;8;3;0;6;2;0;12;5;1;24;12;5;48;18;-43;16;-5;0;0;0;2;0;2;0
italia;franca;1;2006;24;36;29;79;89;83;22;38;29;80;92;84;1;23;10;7;2;1;17;8;9;0;38;0;25;11;0;8;3;0;6;2;0;12;5;1;24;12;5;48;18;-43;16;-5;0;0;0;1;0;0;0;23;33;28;79;91;84;21;37;27;78;92;83;1;20;10;5;5;0;14;2;12;0;38;0;25;11;0;8;3;0;6;2;0;12;5;1;24;12;5;48;18;-43;16;-5;0;0;0;1;0;1;0
africa_do_sul;mexico;0;2010;19;32;25;62;81;69;23;38;28;62;77;68;1;20;10;6;2;1;18;7;10;0;15;1;13;6;0;4;1;0;3;1;1;5;2;1;10;5;4;14;7;-7;5;-2;0;0;0;1;0;1;1;20;37;25;73;85;76;22;36;27;72;83;75;2;19;10;6;1;3;18;12;6;0;3;6;16;10;1;5;2;1;3;2;4;6;5;9;15;11;15;22;17;-12;0;-6;0;0;0;1;1;0;0
uruguai;franca;0;2010;20;36;26;70;87;77;21;34;26;72;83;75;5;24;18;6;6;6;28;20;8;0;5;13;23;19;3;6;5;3;5;4;7;11;8;11;23;18;18;36;28;-23;-4;-10;0;0;1;1;1;0;0;21;34;26;80;88;83;23;37;28;78;88;82;2;21;10;6;3;1;18;9;9;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;1;0;0;0
coreia_do_sul;grecia;1;2010;18;33;25;65;81;72;23;40;28;66;76;69;1;16;8;4;4;0;12;4;8;0;6;1;12;7;0;3;1;1;5;2;1;7;4;5;8;6;7;17;10;-11;1;-4;0;0;0;1;0;1;0;19;35;25;68;83;75;18;38;26;67;80;74;2;20;10;6;2;2;20;10;10;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;2;1;1;0
argentina;nigeria;1;2010;21;37;26;76;92;82;23;33;28;78;86;81;4;28;18;8;4;6;23;20;3;0;5;13;23;19;3;6;5;3;5;4;7;11;8;11;23;18;18;36;28;-23;-4;-10;0;0;0;1;1;0;0;19;35;23;64;84;72;19;32;25;69;81;73;1;12;6;3;3;0;9;4;5;0;15;1;13;6;0;4;1;0;3;1;1;5;2;1;10;5;4;14;7;-7;5;-2;0;0;0;1;0;0;0
inglaterra;estados_unidos;0;2010;19;35;27;77;89;82;22;40;27;78;88;81;1;27;10;9;0;1;34;6;28;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;3;0;2;0;19;38;26;67;83;73;21;40;29;68;84;73;1;20;10;6;2;2;19;13;6;0;3;6;16;10;1;5;2;1;3;2;4;6;5;9;15;11;15;22;17;-12;0;-6;0;0;0;1;1;0;0
argelia;eslovenia;0;2010;18;36;25;63;80;72;21;31;25;62;75;68;1;13;6;4;1;1;9;4;5;0;15;1;13;6;0;4;1;0;3;1;1;5;2;1;10;5;4;14;7;-7;5;-2;0;0;0;1;0;0;0;18;33;24;58;81;71;17;32;25;55;78;68;2;20;10;6;2;2;18;4;14;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;1;0;1;0
servia;gana;0;2010;18;37;26;68;86;76;20;34;26;69;88;75;1;22;10;7;1;2;22;8;14;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;2;0;1;0;17;34;24;61;87;71;20;34;25;67;80;70;1;13;6;4;1;1;9;3;6;0;15;1;13;6;0;4;1;0;3;1;1;5;2;1;10;5;4;14;7;-7;5;-2;0;0;0;1;0;1;0
alemanha;australia;1;2010;20;33;25;76;86;80;21;37;26;76;87;81;1;26;10;8;2;0;26;5;21;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;2;0;2;0;18;34;27;64;82;71;21;37;28;65;82;70;1;20;8;6;2;0;12;1;11;0;6;1;12;7;0;3;1;1;5;2;1;7;4;5;8;6;7;17;10;-11;1;-4;0;0;0;1;0;1;0
holanda;dinamarca;1;2010;18;37;25;72;88;79;22;39;28;73;86;77;1;24;8;8;0;0;17;2;15;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;1;1;0;2;0;1;0;18;34;26;69;82;74;20;35;27;68;84;74;1;21;10;6;3;1;16;5;11;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;1;0;1;0
japao;camaroes;1;2010;21;31;26;60;84;72;22;32;25;60;74;68;2;15;8;4;3;1;11;6;5;0;6;1;12;7;0;3;1;1;5;2;1;7;4;5;8;6;7;17;10;-11;1;-4;0;0;0;1;0;0;0;18;31;25;66;87;73;19;36;25;67;84;74;1;13;6;4;1;1;9;2;7;0;15;1;13;6;0;4;1;0;3;1;1;5;2;1;10;5;4;14;7;-7;5;-2;0;0;0;1;0;1;0
italia;paraguai;0;2010;20;35;28;77;86;82;19;37;28;78;88;81;1;24;10;7;3;0;18;7;11;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;1;0;1;0;19;32;24;55;83;72;21;34;27;66;77;71;3;33;18;10;3;5;24;16;8;0;5;13;23;19;3;6;5;3;5;4;7;11;8;11;23;18;18;36;28;-23;-4;-10;0;0;0;1;0;0;0
nova_zelandia;eslovaquia;0;2010;18;36;25;55;73;62;20;35;26;53;78;63;1;15;6;5;0;1;14;5;9;0;3;4;8;6;1;2;1;1;2;1;2;4;3;5;12;8;10;13;11;-8;2;-3;0;0;1;2;0;1;0;17;34;25;62;85;71;20;36;27;60;82;68;1;22;10;7;1;2;22;10;12;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;2;1;1;0
costa_do_marfim;portugal;0;2010;17;35;24;61;89;73;20;30;25;62;85;71;1;16;6;5;1;0;19;4;15;0;15;1;13;6;0;4;1;0;3;1;1;5;2;1;10;5;4;14;7;-7;5;-2;0;0;0;3;0;2;0;22;34;26;75;91;80;21;35;28;74;86;79;2;19;10;5;4;1;17;5;12;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;1;0;1;0
brasil;coreia_do_norte;1;2010;18;36;26;80;89;83;22;33;28;79;87;83;1;34;18;9;7;2;33;11;22;0;5;13;23;19;3;6;5;3;5;4;7;11;8;11;23;18;18;36;28;-23;-4;-10;0;0;0;1;0;1;0;26;28;27;73;77;75;20;35;27;68;82;74;2;12;8;3;3;2;7;5;2;0;6;1;12;7;0;3;1;1;5;2;1;7;4;5;8;6;7;17;10;-11;1;-4;0;0;0;0;0;0;0
honduras;chile;0;2010;17;30;25;63;79;73;24;28;26;67;75;71;3;16;10;5;1;4;17;11;6;0;3;6;16;10;1;5;2;1;3;2;4;6;5;9;15;11;15;22;17;-12;0;-6;0;0;0;1;1;0;0;21;38;26;68;83;76;25;31;27;61;79;72;2;33;18;10;3;5;32;22;10;0;5;13;23;19;3;6;5;3;5;4;7;11;8;11;23;18;18;36;28;-23;-4;-10;0;0;0;1;1;0;0
espanha;suica;0;2010;20;34;25;78;90;83;19;38;27;79;90;83;1;30;10;10;0;0;28;5;23;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;1;1;0;2;0;2;0;18;35;25;67;82;74;19;33;25;67;83;73;1;21;10;6;3;1;18;8;10;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;1;0;1;0
africa_do_sul;uruguai;0;2010;19;32;25;62;81;69;23;38;28;62;77;68;1;20;10;6;2;1;18;7;10;0;15;1;13;6;0;4;1;0;3;1;1;5;2;1;10;5;4;14;7;-7;5;-2;0;0;0;1;0;1;1;20;36;26;70;87;77;21;34;26;72;83;75;5;24;18;6;6;6;28;20;8;0;5;13;23;19;3;6;5;3;5;4;7;11;8;11;23;18;18;36;28;-23;-4;-10;0;0;1;1;1;0;0
argentina;coreia_do_sul;1;2010;21;37;26;76;92;82;23;33;28;78;86;81;4;28;18;8;4;6;23;20;3;0;5;13;23;19;3;6;5;3;5;4;7;11;8;11;23;18;18;36;28;-23;-4;-10;0;0;0;1;1;0;0;18;33;25;65;81;72;23;40;28;66;76;69;1;16;8;4;4;0;12;4;8;0;6;1;12;7;0;3;1;1;5;2;1;7;4;5;8;6;7;17;10;-11;1;-4;0;0;0;1;0;1;0
grecia;nigeria;1;2010;19;35;25;68;83;75;18;38;26;67;80;74;2;20;10;6;2;2;20;10;10;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;2;1;1;0;19;35;23;64;84;72;19;32;25;69;81;73;1;12;6;3;3;0;9;4;5;0;15;1;13;6;0;4;1;0;3;1;1;5;2;1;10;5;4;14;7;-7;5;-2;0;0;0;1;0;0;0
franca;mexico;0;2010;21;34;26;80;88;83;23;37;28;78;88;82;2;21;10;6;3;1;18;9;9;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;1;0;0;0;20;37;25;73;85;76;22;36;27;72;83;75;2;19;10;6;1;3;18;12;6;0;3;6;16;10;1;5;2;1;3;2;4;6;5;9;15;11;15;22;17;-12;0;-6;0;0;0;1;1;0;0
alemanha;servia;0;2010;20;33;25;76;86;80;21;37;26;76;87;81;1;26;10;8;2;0;26;5;21;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;2;0;2;0;18;37;26;68;86;76;20;34;26;69;88;75;1;22;10;7;1;2;22;8;14;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;2;0;1;0
eslovenia;estados_unidos;0;2010;18;33;24;58;81;71;17;32;25;55;78;68;2;20;10;6;2;2;18;4;14;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;1;0;1;0;19;38;26;67;83;73;21;40;29;68;84;73;1;20;10;6;2;2;19;13;6;0;3;6;16;10;1;5;2;1;3;2;4;6;5;9;15;11;15;22;17;-12;0;-6;0;0;0;1;1;0;0
inglaterra;argelia;0;2010;19;35;27;77;89;82;22;40;27;78;88;81;1;27;10;9;0;1;34;6;28;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;3;0;2;0;18;36;25;63;80;72;21;31;25;62;75;68;1;13;6;4;1;1;9;4;5;0;15;1;13;6;0;4;1;0;3;1;1;5;2;1;10;5;4;14;7;-7;5;-2;0;0;0;1;0;0;0
holanda;japao;1;2010;18;37;25;72;88;79;22;39;28;73;86;77;1;24;8;8;0;0;17;2;15;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;1;1;0;2;0;1;0;21;31;26;60;84;72;22;32;25;60;74;68;2;15;8;4;3;1;11;6;5;0;6;1;12;7;0;3;1;1;5;2;1;7;4;5;8;6;7;17;10;-11;1;-4;0;0;0;1;0;0;0
gana;australia;0;2010;17;34;24;61;87;71;20;34;25;67;80;70;1;13;6;4;1;1;9;3;6;0;15;1;13;6;0;4;1;0;3;1;1;5;2;1;10;5;4;14;7;-7;5;-2;0;0;0;1;0;1;0;18;34;27;64;82;71;21;37;28;65;82;70;1;20;8;6;2;0;12;1;11;0;6;1;12;7;0;3;1;1;5;2;1;7;4;5;8;6;7;17;10;-11;1;-4;0;0;0;1;0;1;0
camaroes;dinamarca;0;2010;18;31;25;66;87;73;19;36;25;67;84;74;1;13;6;4;1;1;9;2;7;0;15;1;13;6;0;4;1;0;3;1;1;5;2;1;10;5;4;14;7;-7;5;-2;0;0;0;1;0;1;0;18;34;26;69;82;74;20;35;27;68;84;74;1;21;10;6;3;1;16;5;11;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;1;0;1;0
eslovaquia;paraguai;0;2010;17;34;25;62;85;71;20;36;27;60;82;68;1;22;10;7;1;2;22;10;12;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;2;1;1;0;19;32;24;55;83;72;21;34;27;66;77;71;3;33;18;10;3;5;24;16;8;0;5;13;23;19;3;6;5;3;5;4;7;11;8;11;23;18;18;36;28;-23;-4;-10;0;0;0;1;0;0;0
italia;nova_zelandia;0;2010;20;35;28;77;86;82;19;37;28;78;88;81;1;24;10;7;3;0;18;7;11;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;1;0;1;0;18;36;25;55;73;62;20;35;26;53;78;63;1;15;6;5;0;1;14;5;9;0;3;4;8;6;1;2;1;1;2;1;2;4;3;5;12;8;10;13;11;-8;2;-3;0;0;1;2;0;1;0
brasil;costa_do_marfim;1;2010;18;36;26;80;89;83;22;33;28;79;87;83;1;34;18;9;7;2;33;11;22;0;5;13;23;19;3;6;5;3;5;4;7;11;8;11;23;18;18;36;28;-23;-4;-10;0;0;0;1;0;1;0;17;35;24;61;89;73;20;30;25;62;85;71;1;16;6;5;1;0;19;4;15;0;15;1;13;6;0;4;1;0;3;1;1;5;2;1;10;5;4;14;7;-7;5;-2;0;0;0;3;0;2;0
portugal;coreia_do_norte;1;2010;22;34;26;75;91;80;21;35;28;74;86;79;2;19;10;5;4;1;17;5;12;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;1;0;1;0;26;28;27;73;77;75;20;35;27;68;82;74;2;12;8;3;3;2;7;5;2;0;6;1;12;7;0;3;1;1;5;2;1;7;4;5;8;6;7;17;10;-11;1;-4;0;0;0;0;0;0;0
chile;suica;1;2010;21;38;26;68;83;76;25;31;27;61;79;72;2;33;18;10;3;5;32;22;10;0;5;13;23;19;3;6;5;3;5;4;7;11;8;11;23;18;18;36;28;-23;-4;-10;0;0;0;1;1;0;0;18;35;25;67;82;74;19;33;25;67;83;73;1;21;10;6;3;1;18;8;10;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;1;0;1;0
espanha;honduras;1;2010;20;34;25;78;90;83;19;38;27;79;90;83;1;30;10;10;0;0;28;5;23;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;1;1;0;2;0;2;0;17;30;25;63;79;73;24;28;26;67;75;71;3;16;10;5;1;4;17;11;6;0;3;6;16;10;1;5;2;1;3;2;4;6;5;9;15;11;15;22;17;-12;0;-6;0;0;0;1;1;0;0
franca;africa_do_sul;0;2010;21;34;26;80;88;83;23;37;28;78;88;82;2;21;10;6;3;1;18;9;9;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;1;0;0;0;19;32;25;62;81;69;23;38;28;62;77;68;1;20;10;6;2;1;18;7;10;0;15;1;13;6;0;4;1;0;3;1;1;5;2;1;10;5;4;14;7;-7;5;-2;0;0;0;1;0;1;1
mexico;uruguai;0;2010;20;37;25;73;85;76;22;36;27;72;83;75;2;19;10;6;1;3;18;12;6;0;3;6;16;10;1;5;2;1;3;2;4;6;5;9;15;11;15;22;17;-12;0;-6;0;0;0;1;1;0;0;20;36;26;70;87;77;21;34;26;72;83;75;5;24;18;6;6;6;28;20;8;0;5;13;23;19;3;6;5;3;5;4;7;11;8;11;23;18;18;36;28;-23;-4;-10;0;0;1;1;1;0;0
grecia;argentina;0;2010;19;35;25;68;83;75;18;38;26;67;80;74;2;20;10;6;2;2;20;10;10;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;2;1;1;0;21;37;26;76;92;82;23;33;28;78;86;81;4;28;18;8;4;6;23;20;3;0;5;13;23;19;3;6;5;3;5;4;7;11;8;11;23;18;18;36;28;-23;-4;-10;0;0;0;1;1;0;0
nigeria;coreia_do_sul;0;2010;19;35;23;64;84;72;19;32;25;69;81;73;1;12;6;3;3;0;9;4;5;0;15;1;13;6;0;4;1;0;3;1;1;5;2;1;10;5;4;14;7;-7;5;-2;0;0;0;1;0;0;0;18;33;25;65;81;72;23;40;28;66;76;69;1;16;8;4;4;0;12;4;8;0;6;1;12;7;0;3;1;1;5;2;1;7;4;5;8;6;7;17;10;-11;1;-4;0;0;0;1;0;1;0
eslovenia;inglaterra;0;2010;18;33;24;58;81;71;17;32;25;55;78;68;2;20;10;6;2;2;18;4;14;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;1;0;1;0;19;35;27;77;89;82;22;40;27;78;88;81;1;27;10;9;0;1;34;6;28;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;3;0;2;0
estados_unidos;argelia;1;2010;19;38;26;67;83;73;21;40;29;68;84;73;1;20;10;6;2;2;19;13;6;0;3;6;16;10;1;5;2;1;3;2;4;6;5;9;15;11;15;22;17;-12;0;-6;0;0;0;1;1;0;0;18;36;25;63;80;72;21;31;25;62;75;68;1;13;6;4;1;1;9;4;5;0;15;1;13;6;0;4;1;0;3;1;1;5;2;1;10;5;4;14;7;-7;5;-2;0;0;0;1;0;0;0
australia;servia;1;2010;18;34;27;64;82;71;21;37;28;65;82;70;1;20;8;6;2;0;12;1;11;0;6;1;12;7;0;3;1;1;5;2;1;7;4;5;8;6;7;17;10;-11;1;-4;0;0;0;1;0;1;0;18;37;26;68;86;76;20;34;26;69;88;75;1;22;10;7;1;2;22;8;14;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;2;0;1;0
gana;alemanha;0;2010;17;34;24;61;87;71;20;34;25;67;80;70;1;13;6;4;1;1;9;3;6;0;15;1;13;6;0;4;1;0;3;1;1;5;2;1;10;5;4;14;7;-7;5;-2;0;0;0;1;0;1;0;20;33;25;76;86;80;21;37;26;76;87;81;1;26;10;8;2;0;26;5;21;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;2;0;2;0
paraguai;nova_zelandia;0;2010;19;32;24;55;83;72;21;34;27;66;77;71;3;33;18;10;3;5;24;16;8;0;5;13;23;19;3;6;5;3;5;4;7;11;8;11;23;18;18;36;28;-23;-4;-10;0;0;0;1;0;0;0;18;36;25;55;73;62;20;35;26;53;78;63;1;15;6;5;0;1;14;5;9;0;3;4;8;6;1;2;1;1;2;1;2;4;3;5;12;8;10;13;11;-8;2;-3;0;0;1;2;0;1;0
eslovaquia;italia;1;2010;17;34;25;62;85;71;20;36;27;60;82;68;1;22;10;7;1;2;22;10;12;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;2;1;1;0;20;35;28;77;86;82;19;37;28;78;88;81;1;24;10;7;3;0;18;7;11;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;1;0;1;0
camaroes;holanda;0;2010;18;31;25;66;87;73;19;36;25;67;84;74;1;13;6;4;1;1;9;2;7;0;15;1;13;6;0;4;1;0;3;1;1;5;2;1;10;5;4;14;7;-7;5;-2;0;0;0;1;0;1;0;18;37;25;72;88;79;22;39;28;73;86;77;1;24;8;8;0;0;17;2;15;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;1;1;0;2;0;1;0
dinamarca;japao;0;2010;18;34;26;69;82;74;20;35;27;68;84;74;1;21;10;6;3;1;16;5;11;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;1;0;1;0;21;31;26;60;84;72;22;32;25;60;74;68;2;15;8;4;3;1;11;6;5;0;6;1;12;7;0;3;1;1;5;2;1;7;4;5;8;6;7;17;10;-11;1;-4;0;0;0;1;0;0;0
coreia_do_norte;costa_do_marfim;0;2010;26;28;27;73;77;75;20;35;27;68;82;74;2;12;8;3;3;2;7;5;2;0;6;1;12;7;0;3;1;1;5;2;1;7;4;5;8;6;7;17;10;-11;1;-4;0;0;0;0;0;0;0;17;35;24;61;89;73;20;30;25;62;85;71;1;16;6;5;1;0;19;4;15;0;15;1;13;6;0;4;1;0;3;1;1;5;2;1;10;5;4;14;7;-7;5;-2;0;0;0;3;0;2;0
portugal;brasil;0;2010;22;34;26;75;91;80;21;35;28;74;86;79;2;19;10;5;4;1;17;5;12;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;0;0;0;1;0;1;0;18;36;26;80;89;83;22;33;28;79;87;83;1;34;18;9;7;2;33;11;22;0;5;13;23;19;3;6;5;3;5;4;7;11;8;11;23;18;18;36;28;-23;-4;-10;0;0;0;1;0;1;0
chile;espanha;0;2010;21;38;26;68;83;76;25;31;27;61;79;72;2;33;18;10;3;5;32;22;10;0;5;13;23;19;3;6;5;3;5;4;7;11;8;11;23;18;18;36;28;-23;-4;-10;0;0;0;1;1;0;0;20;34;25;78;90;83;19;38;27;79;90;83;1;30;10;10;0;0;28;5;23;0;40;0;22;10;0;7;2;0;6;2;0;10;4;0;25;11;5;47;15;-46;15;-4;1;1;0;2;0;2;0
